plant_id,material_id,week_start,forecast_demand,lower_bound,upper_bound,actual_demand,is_future
PLT-OH1,MAT-011,2025-02-17,37308.12,37118.9,37497.54,37367.4,False
PLT-OH1,MAT-011,2025-02-24,36268.94,36079.72,36458.16,36227.0,False
PLT-OH1,MAT-011,2025-03-03,38099.4,37910.18,38288.62,38160.0,False
PLT-OH1,MAT-011,2025-03-10,37917.4,37728.18,38106.62,37902.6,False
PLT-OH1,MAT-011,2025-03-17,37791.82,37602.6,37981.04,37714.0,False
PLT-OH1,MAT-011,2025-03-24,37616.48,37427.26,37805.7,38085.8,False
PLT-OH1,MAT-011,2025-03-31,37581.28,37392.06,37770.5,40909.4,False
PLT-OH1,MAT-011,2025-04-07,37673.9,37484.68,37863.12,,True
PLT-OH1,MAT-011,2025-04-14,37900.18,37632.6,38167.78,,True
PLT-OH1,MAT-011,2025-04-21,37874.96,37547.4,38202.74,,True
PLT-OH1,MAT-011,2025-04-28,37883.98,37505.76,38262.42,,True
PLT-OH1,MAT-011,2025-05-05,37874.96,37452.06,38298.06,,True
PLT-OH1,MAT-011,2025-05-12,37883.98,37420.76,38347.62,,True
PLT-OH1,MAT-011,2025-05-19,37874.96,37374.3,38375.62,,True
PLT-OH1,MAT-011,2025-05-26,37883.98,37349.0,38419.38,,True
PLT-OH1,MAT-011,2025-06-02,37874.96,37307.3,38442.62,,True
PLT-OH1,MAT-011,2025-06-09,37883.98,37285.72,38482.46,,True
PLT-OH1,MAT-011,2025-06-16,37874.96,37247.54,38502.58,,True
PLT-OH1,MAT-011,2025-06-23,37883.98,37228.64,38539.52,,True
PLT-OH1,MAT-011,2025-06-30,37874.96,37192.74,38557.18,,True
PLT-OH1,MAT-012,2024-12-30,20893.74,20704.52,21082.96,20850.0,False
PLT-OH1,MAT-012,2025-01-06,35052.94,34863.72,35242.36,35137.2,False
PLT-OH1,MAT-012,2025-01-13,35218.48,35029.26,35407.7,35259.6,False
PLT-OH1,MAT-012,2025-01-20,34707.62,34518.62,34896.84,34550.8,False
PLT-OH1,MAT-012,2025-01-27,35278.4,35089.18,35467.62,35278.8,False
PLT-OH1,MAT-012,2025-02-03,36815.58,36626.36,37004.8,36800.2,False
PLT-OH1,MAT-012,2025-02-10,37152.72,36963.5,37341.94,37249.8,False
PLT-OH1,MAT-012,2025-02-17,37308.12,37118.9,37497.54,37367.4,False
PLT-OH1,MAT-012,2025-02-24,36268.94,36079.72,36458.16,36227.0,False
PLT-OH1,MAT-012,2025-03-03,38099.4,37910.18,38288.62,38160.0,False
PLT-OH1,MAT-012,2025-03-10,37917.4,37728.18,38106.62,37902.6,False
PLT-OH1,MAT-012,2025-03-17,37791.82,37602.6,37981.04,37714.0,False
PLT-OH1,MAT-012,2025-03-24,37616.48,37427.26,37805.7,38085.8,False
PLT-OH1,MAT-012,2025-03-31,37581.28,37392.06,37770.5,40909.4,False
PLT-OH1,MAT-012,2025-04-07,37673.9,37484.68,37863.12,,True
PLT-OH1,MAT-012,2025-04-14,37900.18,37632.6,38167.78,,True
PLT-OH1,MAT-012,2025-04-21,37874.96,37547.4,38202.74,,True
PLT-OH1,MAT-012,2025-04-28,37883.98,37505.76,38262.42,,True
PLT-OH1,MAT-012,2025-05-05,37874.96,37452.06,38298.06,,True
PLT-OH1,MAT-012,2025-05-12,37883.98,37420.76,38347.62,,True
PLT-OH1,MAT-012,2025-05-19,37874.96,37374.3,38375.62,,True
PLT-OH1,MAT-012,2025-05-26,37883.98,37349.0,38419.38,,True
PLT-OH1,MAT-012,2025-06-02,37874.96,37307.3,38442.62,,True
PLT-OH1,MAT-012,2025-06-09,37883.98,37285.72,38482.46,,True
PLT-OH1,MAT-012,2025-06-16,37874.96,37247.54,38502.58,,True
PLT-OH1,MAT-012,2025-06-23,37883.98,37228.64,38539.52,,True
PLT-OH1,MAT-012,2025-06-30,37874.96,37192.74,38557.18,,True
PLT-OH1,MAT-013,2024-12-30,10446.87,10352.26,10541.48,10425.0,False
PLT-OH1,MAT-013,2025-01-06,17526.47,17431.86,17621.18,17568.6,False
PLT-OH1,MAT-013,2025-01-13,17609.24,17514.63,17703.85,17629.8,False
PLT-OH1,MAT-013,2025-01-20,17353.81,17259.31,17448.42,17275.4,False
PLT-OH1,MAT-013,2025-01-27,17639.2,17544.59,17733.81,17639.4,False
PLT-OH1,MAT-013,2025-02-03,18407.79,18313.18,18502.4,18400.1,False
PLT-OH1,MAT-013,2025-02-10,18576.36,18481.75,18670.97,18624.9,False
PLT-OH1,MAT-013,2025-02-17,18654.06,18559.45,18748.77,18683.7,False
PLT-OH1,MAT-013,2025-02-24,18134.47,18039.86,18229.08,18113.5,False
PLT-OH1,MAT-013,2025-03-03,19049.7,18955.09,19144.31,19080.0,False
PLT-OH1,MAT-013,2025-03-10,18958.7,18864.09,19053.31,18951.3,False
PLT-OH1,MAT-013,2025-03-17,18895.91,18801.3,18990.52,18857.0,False
PLT-OH1,MAT-013,2025-03-24,18808.24,18713.63,18902.85,19042.9,False
PLT-OH1,MAT-013,2025-03-31,18790.64,18696.03,18885.25,20454.7,False
PLT-OH1,MAT-013,2025-04-07,18836.95,18742.34,18931.56,,True
PLT-OH1,MAT-013,2025-04-14,18950.09,18816.3,19083.89,,True
PLT-OH1,MAT-013,2025-04-21,18937.48,18773.7,19101.37,,True
PLT-OH1,MAT-013,2025-04-28,18941.99,18752.88,19131.21,,True
PLT-OH1,MAT-013,2025-05-05,18937.48,18726.03,19149.03,,True
PLT-OH1,MAT-013,2025-05-12,18941.99,18710.38,19173.81,,True
PLT-OH1,MAT-013,2025-05-19,18937.48,18687.15,19187.81,,True
PLT-OH1,MAT-013,2025-05-26,18941.99,18674.5,19209.69,,True
PLT-OH1,MAT-013,2025-06-02,18937.48,18653.65,19221.31,,True
PLT-OH1,MAT-013,2025-06-09,18941.99,18642.86,19241.23,,True
PLT-OH1,MAT-013,2025-06-16,18937.48,18623.77,19251.29,,True
PLT-OH1,MAT-013,2025-06-23,18941.99,18614.32,19269.76,,True
PLT-OH1,MAT-013,2025-06-30,18937.48,18596.37,19278.59,,True
PLT-OH1,MAT-014,2024-12-30,10446.87,10352.26,10541.48,10425.0,False
PLT-OH1,MAT-014,2025-01-06,17526.47,17431.86,17621.18,17568.6,False
PLT-OH1,MAT-014,2025-01-13,17609.24,17514.63,17703.85,17629.8,False
PLT-OH1,MAT-014,2025-01-20,17353.81,17259.31,17448.42,17275.4,False
PLT-OH1,MAT-014,2025-01-27,17639.2,17544.59,17733.81,17639.4,False
PLT-OH1,MAT-014,2025-02-03,18407.79,18313.18,18502.4,18400.1,False
PLT-OH1,MAT-014,2025-02-10,18576.36,18481.75,18670.97,18624.9,False
PLT-OH1,MAT-014,2025-02-17,18654.06,18559.45,18748.77,18683.7,False
PLT-OH1,MAT-014,2025-02-24,18134.47,18039.86,18229.08,18113.5,False
PLT-OH1,MAT-014,2025-03-03,19049.7,18955.09,19144.31,19080.0,False
PLT-OH1,MAT-014,2025-03-10,18958.7,18864.09,19053.31,18951.3,False
PLT-OH1,MAT-014,2025-03-17,18895.91,18801.3,18990.52,18857.0,False
PLT-OH1,MAT-014,2025-03-24,18808.24,18713.63,18902.85,19042.9,False
PLT-OH1,MAT-014,2025-03-31,18790.64,18696.03,18885.25,20454.7,False
PLT-OH1,MAT-014,2025-04-07,18836.95,18742.34,18931.56,,True
PLT-OH1,MAT-014,2025-04-14,18950.09,18816.3,19083.89,,True
PLT-OH1,MAT-014,2025-04-21,18937.48,18773.7,19101.37,,True
PLT-OH1,MAT-014,2025-04-28,18941.99,18752.88,19131.21,,True
PLT-OH1,MAT-014,2025-05-05,18937.48,18726.03,19149.03,,True
PLT-OH1,MAT-014,2025-05-12,18941.99,18710.38,19173.81,,True
PLT-OH1,MAT-014,2025-05-19,18937.48,18687.15,19187.81,,True
PLT-OH1,MAT-014,2025-05-26,18941.99,18674.5,19209.69,,True
PLT-OH1,MAT-014,2025-06-02,18937.48,18653.65,19221.31,,True
PLT-OH1,MAT-014,2025-06-09,18941.99,18642.86,19241.23,,True
PLT-OH1,MAT-014,2025-06-16,18937.48,18623.77,19251.29,,True
PLT-OH1,MAT-014,2025-06-23,18941.99,18614.32,19269.76,,True
PLT-OH1,MAT-014,2025-06-30,18937.48,18596.37,19278.59,,True
PLT-OH1,MAT-015,2024-12-30,10446.87,10352.26,10541.48,10425.0,False
PLT-OH1,MAT-015,2025-01-06,17526.47,17431.86,17621.18,17568.6,False
PLT-OH1,MAT-015,2025-01-13,17609.24,17514.63,17703.85,17629.8,False
PLT-OH1,MAT-015,2025-01-20,17353.81,17259.31,17448.42,17275.4,False
PLT-OH1,MAT-015,2025-01-27,17639.2,17544.59,17733.81,17639.4,False
PLT-OH1,MAT-015,2025-02-03,18407.79,18313.18,18502.4,18400.1,False
PLT-OH1,MAT-015,2025-02-10,18576.36,18481.75,18670.97,18624.9,False
PLT-OH1,MAT-015,2025-02-17,18654.06,18559.45,18748.77,18683.7,False
PLT-OH1,MAT-015,2025-02-24,18134.47,18039.86,18229.08,18113.5,False
PLT-OH1,MAT-015,2025-03-03,19049.7,18955.09,19144.31,19080.0,False
PLT-OH1,MAT-015,2025-03-10,18958.7,18864.09,19053.31,18951.3,False
PLT-OH1,MAT-015,2025-03-17,18895.91,18801.3,18990.52,18857.0,False
PLT-OH1,MAT-015,2025-03-24,18808.24,18713.63,18902.85,19042.9,False
PLT-OH1,MAT-015,2025-03-31,18790.64,18696.03,18885.25,20454.7,False
PLT-OH1,MAT-015,2025-04-07,18836.95,18742.34,18931.56,,True
PLT-OH1,MAT-015,2025-04-14,18950.09,18816.3,19083.89,,True
PLT-OH1,MAT-015,2025-04-21,18937.48,18773.7,19101.37,,True
PLT-OH1,MAT-015,2025-04-28,18941.99,18752.88,19131.21,,True
PLT-OH1,MAT-015,2025-05-05,18937.48,18726.03,19149.03,,True
PLT-OH1,MAT-015,2025-05-12,18941.99,18710.38,19173.81,,True
PLT-OH1,MAT-015,2025-05-19,18937.48,18687.15,19187.81,,True
PLT-OH1,MAT-015,2025-05-26,18941.99,18674.5,19209.69,,True
PLT-OH1,MAT-015,2025-06-02,18937.48,18653.65,19221.31,,True
PLT-OH1,MAT-015,2025-06-09,18941.99,18642.86,19241.23,,True
PLT-OH1,MAT-015,2025-06-16,18937.48,18623.77,19251.29,,True
PLT-OH1,MAT-015,2025-06-23,18941.99,18614.32,19269.76,,True
PLT-OH1,MAT-015,2025-06-30,18937.48,18596.37,19278.59,,True
PLT-OH1,MAT-016,2024-12-30,10446.87,10352.26,10541.48,10425.0,False
PLT-OH1,MAT-016,2025-01-06,17526.47,17431.86,17621.18,17568.6,False
PLT-OH1,MAT-016,2025-01-13,17609.24,17514.63,17703.85,17629.8,False
PLT-OH1,MAT-016,2025-01-20,17353.81,17259.31,17448.42,17275.4,False
PLT-OH1,MAT-016,2025-01-27,17639.2,17544.59,17733.81,17639.4,False
PLT-OH1,MAT-016,2025-02-03,18407.79,18313.18,18502.4,18400.1,False
PLT-OH1,MAT-016,2025-02-10,18576.36,18481.75,18670.97,18624.9,False
PLT-OH1,MAT-016,2025-02-17,18654.06,18559.45,18748.77,18683.7,False
PLT-OH1,MAT-016,2025-02-24,18134.47,18039.86,18229.08,18113.5,False
PLT-OH1,MAT-016,2025-03-03,19049.7,18955.09,19144.31,19080.0,False
PLT-OH1,MAT-016,2025-03-10,18958.7,18864.09,19053.31,18951.3,False
PLT-OH1,MAT-016,2025-03-17,18895.91,18801.3,18990.52,18857.0,False
PLT-OH1,MAT-016,2025-03-24,18808.24,18713.63,18902.85,19042.9,False
PLT-OH1,MAT-016,2025-03-31,18790.64,18696.03,18885.25,20454.7,False
PLT-OH1,MAT-016,2025-04-07,18836.95,18742.34,18931.56,,True
PLT-OH1,MAT-016,2025-04-14,18950.09,18816.3,19083.89,,True
PLT-OH1,MAT-016,2025-04-21,18937.48,18773.7,19101.37,,True
PLT-OH1,MAT-016,2025-04-28,18941.99,18752.88,19131.21,,True
PLT-OH1,MAT-016,2025-05-05,18937.48,18726.03,19149.03,,True
PLT-OH1,MAT-016,2025-05-12,18941.99,18710.38,19173.81,,True
PLT-OH1,MAT-016,2025-05-19,18937.48,18687.15,19187.81,,True
PLT-OH1,MAT-016,2025-05-26,18941.99,18674.5,19209.69,,True
PLT-OH1,MAT-016,2025-06-02,18937.48,18653.65,19221.31,,True
PLT-OH1,MAT-016,2025-06-09,18941.99,18642.86,19241.23,,True
PLT-OH1,MAT-016,2025-06-16,18937.48,18623.77,19251.29,,True
PLT-OH1,MAT-016,2025-06-23,18941.99,18614.32,19269.76,,True
PLT-OH1,MAT-016,2025-06-30,18937.48,18596.37,19278.59,,True
PLT-OH1,MAT-017,2024-12-30,10446.87,10352.26,10541.48,10425.0,False
PLT-OH1,MAT-017,2025-01-06,17526.47,17431.86,17621.18,17568.6,False
PLT-OH1,MAT-017,2025-01-13,17609.24,17514.63,17703.85,17629.8,False
PLT-OH1,MAT-017,2025-01-20,17353.81,17259.31,17448.42,17275.4,False
PLT-OH1,MAT-017,2025-01-27,17639.2,17544.59,17733.81,17639.4,False
PLT-OH1,MAT-017,2025-02-03,18407.79,18313.18,18502.4,18400.1,False
PLT-OH1,MAT-017,2025-02-10,18576.36,18481.75,18670.97,18624.9,False
PLT-OH1,MAT-017,2025-02-17,18654.06,18559.45,18748.77,18683.7,False
PLT-OH1,MAT-017,2025-02-24,18134.47,18039.86,18229.08,18113.5,False
PLT-OH1,MAT-017,2025-03-03,19049.7,18955.09,19144.31,19080.0,False
PLT-OH1,MAT-017,2025-03-10,18958.7,18864.09,19053.31,18951.3,False
PLT-OH1,MAT-017,2025-03-17,18895.91,18801.3,18990.52,18857.0,False
PLT-OH1,MAT-017,2025-03-24,18808.24,18713.63,18902.85,19042.9,False
PLT-OH1,MAT-017,2025-03-31,18790.64,18696.03,18885.25,20454.7,False
PLT-OH1,MAT-017,2025-04-07,18836.95,18742.34,18931.56,,True
PLT-OH1,MAT-017,2025-04-14,18950.09,18816.3,19083.89,,True
PLT-OH1,MAT-017,2025-04-21,18937.48,18773.7,19101.37,,True
PLT-OH1,MAT-017,2025-04-28,18941.99,18752.88,19131.21,,True
PLT-OH1,MAT-017,2025-05-05,18937.48,18726.03,19149.03,,True
PLT-OH1,MAT-017,2025-05-12,18941.99,18710.38,19173.81,,True
PLT-OH1,MAT-017,2025-05-19,18937.48,18687.15,19187.81,,True
PLT-OH1,MAT-017,2025-05-26,18941.99,18674.5,19209.69,,True
PLT-OH1,MAT-017,2025-06-02,18937.48,18653.65,19221.31,,True
PLT-OH1,MAT-017,2025-06-09,18941.99,18642.86,19241.23,,True
PLT-OH1,MAT-017,2025-06-16,18937.48,18623.77,19251.29,,True
PLT-OH1,MAT-017,2025-06-23,18941.99,18614.32,19269.76,,True
PLT-OH1,MAT-017,2025-06-30,18937.48,18596.37,19278.59,,True
PLT-OH1,MAT-018,2024-12-30,52.23,51.76,52.71,52.12,False
PLT-OH1,MAT-018,2025-01-06,87.63,87.16,88.11,87.84,False
PLT-OH1,MAT-018,2025-01-13,88.05,87.57,88.52,88.15,False
PLT-OH1,MAT-018,2025-01-20,86.77,86.3,87.24,86.38,False
PLT-OH1,MAT-018,2025-01-27,88.2,87.72,88.67,88.2,False
PLT-OH1,MAT-018,2025-02-03,92.04,91.57,92.51,92.0,False
PLT-OH1,MAT-018,2025-02-10,92.88,92.41,93.35,93.12,False
PLT-OH1,MAT-018,2025-02-17,93.27,92.8,93.74,93.42,False
PLT-OH1,MAT-018,2025-02-24,90.67,90.2,91.15,90.57,False
PLT-OH1,MAT-018,2025-03-03,95.25,94.78,95.72,95.4,False
PLT-OH1,MAT-018,2025-03-10,94.79,94.32,95.27,94.76,False
PLT-OH1,MAT-018,2025-03-17,94.48,94.01,94.95,94.28,False
PLT-OH1,MAT-018,2025-03-24,94.04,93.57,94.51,95.21,False
PLT-OH1,MAT-018,2025-03-31,93.95,93.48,94.43,102.27,False
PLT-OH1,MAT-018,2025-04-07,94.18,93.71,94.66,,True
PLT-OH1,MAT-018,2025-04-14,94.75,94.08,95.42,,True
PLT-OH1,MAT-018,2025-04-21,94.69,93.87,95.51,,True
PLT-OH1,MAT-018,2025-04-28,94.71,93.76,95.66,,True
PLT-OH1,MAT-018,2025-05-05,94.69,93.63,95.75,,True
PLT-OH1,MAT-018,2025-05-12,94.71,93.55,95.87,,True
PLT-OH1,MAT-018,2025-05-19,94.69,93.44,95.94,,True
PLT-OH1,MAT-018,2025-05-26,94.71,93.37,96.05,,True
PLT-OH1,MAT-018,2025-06-02,94.69,93.27,96.11,,True
PLT-OH1,MAT-018,2025-06-09,94.71,93.21,96.21,,True
PLT-OH1,MAT-018,2025-06-16,94.69,93.12,96.26,,True
PLT-OH1,MAT-018,2025-06-23,94.71,93.07,96.35,,True
PLT-OH1,MAT-018,2025-06-30,94.69,92.98,96.39,,True
PLT-OH1,MAT-019,2024-12-30,31340.61,31056.78,31624.44,31275.0,False
PLT-OH1,MAT-019,2025-01-06,52579.41,52295.58,52863.54,52705.8,False
PLT-OH1,MAT-019,2025-01-13,52827.72,52543.89,53111.55,52889.4,False
PLT-OH1,MAT-019,2025-01-20,52061.43,51777.93,52345.26,51826.2,False
PLT-OH1,MAT-019,2025-01-27,52917.6,52633.77,53201.43,52918.2,False
PLT-OH1,MAT-019,2025-02-03,55223.37,54939.54,55507.2,55200.3,False
PLT-OH1,MAT-019,2025-02-10,55729.08,55445.25,56012.91,55874.7,False
PLT-OH1,MAT-019,2025-02-17,55962.18,55678.35,56246.31,56051.1,False
PLT-OH1,MAT-019,2025-02-24,54403.41,54119.58,54687.24,54340.5,False
PLT-OH1,MAT-019,2025-03-03,57149.1,56865.27,57432.93,57240.0,False
PLT-OH1,MAT-019,2025-03-10,56876.1,56592.27,57159.93,56853.9,False
PLT-OH1,MAT-019,2025-03-17,56687.73,56403.9,56971.56,56571.0,False
PLT-OH1,MAT-019,2025-03-24,56424.72,56140.89,56708.55,57128.7,False
PLT-OH1,MAT-019,2025-03-31,56371.92,56088.09,56655.75,61364.1,False
PLT-OH1,MAT-019,2025-04-07,56510.85,56227.02,56794.68,,True
PLT-OH1,MAT-019,2025-04-14,56850.27,56448.9,57251.67,,True
PLT-OH1,MAT-019,2025-04-21,56812.44,56321.1,57304.11,,True
PLT-OH1,MAT-019,2025-04-28,56825.97,56258.64,57393.63,,True
PLT-OH1,MAT-019,2025-05-05,56812.44,56178.09,57447.09,,True
PLT-OH1,MAT-019,2025-05-12,56825.97,56131.14,57521.43,,True
PLT-OH1,MAT-019,2025-05-19,56812.44,56061.45,57563.43,,True
PLT-OH1,MAT-019,2025-05-26,56825.97,56023.5,57629.07,,True
PLT-OH1,MAT-019,2025-06-02,56812.44,55960.95,57663.93,,True
PLT-OH1,MAT-019,2025-06-09,56825.97,55928.58,57723.69,,True
PLT-OH1,MAT-019,2025-06-16,56812.44,55871.31,57753.87,,True
PLT-OH1,MAT-019,2025-06-23,56825.97,55842.96,57809.28,,True
PLT-OH1,MAT-019,2025-06-30,56812.44,55789.11,57835.77,,True
PLT-OH1,MAT-020,2024-12-30,26117.17,25880.65,26353.7,26062.5,False
PLT-OH1,MAT-020,2025-01-06,43816.18,43579.65,44052.95,43921.5,False
PLT-OH1,MAT-020,2025-01-13,44023.1,43786.57,44259.62,44074.5,False
PLT-OH1,MAT-020,2025-01-20,43384.53,43148.28,43621.05,43188.5,False
PLT-OH1,MAT-020,2025-01-27,44098.0,43861.47,44334.53,44098.5,False
PLT-OH1,MAT-020,2025-02-03,46019.47,45782.95,46256.0,46000.25,False
PLT-OH1,MAT-020,2025-02-10,46440.9,46204.38,46677.43,46562.25,False
PLT-OH1,MAT-020,2025-02-17,46635.15,46398.62,46871.93,46709.25,False
PLT-OH1,MAT-020,2025-02-24,45336.18,45099.65,45572.7,45283.75,False
PLT-OH1,MAT-020,2025-03-03,47624.25,47387.72,47860.78,47700.0,False
PLT-OH1,MAT-020,2025-03-10,47396.75,47160.22,47633.28,47378.25,False
PLT-OH1,MAT-020,2025-03-17,47239.78,47003.25,47476.3,47142.5,False
PLT-OH1,MAT-020,2025-03-24,47020.6,46784.07,47257.12,47607.25,False
PLT-OH1,MAT-020,2025-03-31,46976.6,46740.07,47213.12,51136.75,False
PLT-OH1,MAT-020,2025-04-07,47092.38,46855.85,47328.9,,True
PLT-OH1,MAT-020,2025-04-14,47375.22,47040.75,47709.72,,True
PLT-OH1,MAT-020,2025-04-21,47343.7,46934.25,47753.43,,True
PLT-OH1,MAT-020,2025-04-28,47354.97,46882.2,47828.03,,True
PLT-OH1,MAT-020,2025-05-05,47343.7,46815.07,47872.57,,True
PLT-OH1,MAT-020,2025-05-12,47354.97,46775.95,47934.53,,True
PLT-OH1,MAT-020,2025-05-19,47343.7,46717.88,47969.53,,True
PLT-OH1,MAT-020,2025-05-26,47354.97,46686.25,48024.22,,True
PLT-OH1,MAT-020,2025-06-02,47343.7,46634.12,48053.28,,True
PLT-OH1,MAT-020,2025-06-09,47354.97,46607.15,48103.07,,True
PLT-OH1,MAT-020,2025-06-16,47343.7,46559.43,48128.22,,True
PLT-OH1,MAT-020,2025-06-23,47354.97,46535.8,48174.4,,True
PLT-OH1,MAT-020,2025-06-30,47343.7,46490.93,48196.47,,True
PLT-OH1,MAT-021,2024-12-30,18804.37,18634.07,18974.66,18765.0,False
PLT-OH1,MAT-021,2025-01-06,31547.65,31377.35,31718.12,31623.48,False
PLT-OH1,MAT-021,2025-01-13,31696.63,31526.33,31866.93,31733.64,False
PLT-OH1,MAT-021,2025-01-20,31236.86,31066.76,31407.16,31095.72,False
PLT-OH1,MAT-021,2025-01-27,31750.56,31580.26,31920.86,31750.92,False
PLT-OH1,MAT-021,2025-02-03,33134.02,32963.72,33304.32,33120.18,False
PLT-OH1,MAT-021,2025-02-10,33437.45,33267.15,33607.75,33524.82,False
PLT-OH1,MAT-021,2025-02-17,33577.31,33407.01,33747.79,33630.66,False
PLT-OH1,MAT-021,2025-02-24,32642.05,32471.75,32812.34,32604.3,False
PLT-OH1,MAT-021,2025-03-03,34289.46,34119.16,34459.76,34344.0,False
PLT-OH1,MAT-021,2025-03-10,34125.66,33955.36,34295.96,34112.34,False
PLT-OH1,MAT-021,2025-03-17,34012.64,33842.34,34182.94,33942.6,False
PLT-OH1,MAT-021,2025-03-24,33854.83,33684.53,34025.13,34277.22,False
PLT-OH1,MAT-021,2025-03-31,33823.15,33652.85,33993.45,36818.46,False
PLT-OH1,MAT-021,2025-04-07,33906.51,33736.21,34076.81,,True
PLT-OH1,MAT-021,2025-04-14,34110.16,33869.34,34351.0,,True
PLT-OH1,MAT-021,2025-04-21,34087.46,33792.66,34382.47,,True
PLT-OH1,MAT-021,2025-04-28,34095.58,33755.18,34436.18,,True
PLT-OH1,MAT-021,2025-05-05,34087.46,33706.85,34468.25,,True
PLT-OH1,MAT-021,2025-05-12,34095.58,33678.68,34512.86,,True
PLT-OH1,MAT-021,2025-05-19,34087.46,33636.87,34538.06,,True
PLT-OH1,MAT-021,2025-05-26,34095.58,33614.1,34577.44,,True
PLT-OH1,MAT-021,2025-06-02,34087.46,33576.57,34598.36,,True
PLT-OH1,MAT-021,2025-06-09,34095.58,33557.15,34634.21,,True
PLT-OH1,MAT-021,2025-06-16,34087.46,33522.79,34652.32,,True
PLT-OH1,MAT-021,2025-06-23,34095.58,33505.78,34685.57,,True
PLT-OH1,MAT-021,2025-06-30,34087.46,33473.47,34701.46,,True
PLT-OH1,MAT-022,2024-12-30,83.57,82.82,84.33,83.4,False
PLT-OH1,MAT-022,2025-01-06,140.21,139.45,140.97,140.55,False
PLT-OH1,MAT-022,2025-01-13,140.87,140.12,141.63,141.04,False
PLT-OH1,MAT-022,2025-01-20,138.83,138.07,139.59,138.2,False
PLT-OH1,MAT-022,2025-01-27,141.11,140.36,141.87,141.12,False
PLT-OH1,MAT-022,2025-02-03,147.26,146.51,148.02,147.2,False
PLT-OH1,MAT-022,2025-02-10,148.61,147.85,149.37,149.0,False
PLT-OH1,MAT-022,2025-02-17,149.23,148.48,149.99,149.47,False
PLT-OH1,MAT-022,2025-02-24,145.08,144.32,145.83,144.91,False
PLT-OH1,MAT-022,2025-03-03,152.4,151.64,153.15,152.64,False
PLT-OH1,MAT-022,2025-03-10,151.67,150.91,152.43,151.61,False
PLT-OH1,MAT-022,2025-03-17,151.17,150.41,151.92,150.86,False
PLT-OH1,MAT-022,2025-03-24,150.47,149.71,151.22,152.34,False
PLT-OH1,MAT-022,2025-03-31,150.33,149.57,151.08,163.64,False
PLT-OH1,MAT-022,2025-04-07,150.7,149.94,151.45,,True
PLT-OH1,MAT-022,2025-04-14,151.6,150.53,152.67,,True
PLT-OH1,MAT-022,2025-04-21,151.5,150.19,152.81,,True
PLT-OH1,MAT-022,2025-04-28,151.54,150.02,153.05,,True
PLT-OH1,MAT-022,2025-05-05,151.5,149.81,153.19,,True
PLT-OH1,MAT-022,2025-05-12,151.54,149.68,153.39,,True
PLT-OH1,MAT-022,2025-05-19,151.5,149.5,153.5,,True
PLT-OH1,MAT-022,2025-05-26,151.54,149.4,153.68,,True
PLT-OH1,MAT-022,2025-06-02,151.5,149.23,153.77,,True
PLT-OH1,MAT-022,2025-06-09,151.54,149.14,153.93,,True
PLT-OH1,MAT-022,2025-06-16,151.5,148.99,154.01,,True
PLT-OH1,MAT-022,2025-06-23,151.54,148.91,154.16,,True
PLT-OH1,MAT-022,2025-06-30,151.5,148.77,154.23,,True
PLT-OH1,MAT-023,2024-12-30,156.7,155.28,158.12,156.38,False
PLT-OH1,MAT-023,2025-01-06,262.9,261.48,264.32,263.53,False
PLT-OH1,MAT-023,2025-01-13,264.14,262.72,265.56,264.45,False
PLT-OH1,MAT-023,2025-01-20,260.31,258.89,261.73,259.13,False
PLT-OH1,MAT-023,2025-01-27,264.59,263.17,266.01,264.59,False
PLT-OH1,MAT-023,2025-02-03,276.12,274.7,277.54,276.0,False
PLT-OH1,MAT-023,2025-02-10,278.65,277.23,280.06,279.37,False
PLT-OH1,MAT-023,2025-02-17,279.81,278.39,281.23,280.26,False
PLT-OH1,MAT-023,2025-02-24,272.02,270.6,273.44,271.7,False
PLT-OH1,MAT-023,2025-03-03,285.75,284.33,287.16,286.2,False
PLT-OH1,MAT-023,2025-03-10,284.38,282.96,285.8,284.27,False
PLT-OH1,MAT-023,2025-03-17,283.44,282.02,284.86,282.86,False
PLT-OH1,MAT-023,2025-03-24,282.12,280.7,283.54,285.64,False
PLT-OH1,MAT-023,2025-03-31,281.86,280.44,283.28,306.82,False
PLT-OH1,MAT-023,2025-04-07,282.55,281.14,283.97,,True
PLT-OH1,MAT-023,2025-04-14,284.25,282.24,286.26,,True
PLT-OH1,MAT-023,2025-04-21,284.06,281.61,286.52,,True
PLT-OH1,MAT-023,2025-04-28,284.13,281.29,286.97,,True
PLT-OH1,MAT-023,2025-05-05,284.06,280.89,287.24,,True
PLT-OH1,MAT-023,2025-05-12,284.13,280.66,287.61,,True
PLT-OH1,MAT-023,2025-05-19,284.06,280.31,287.82,,True
PLT-OH1,MAT-023,2025-05-26,284.13,280.12,288.15,,True
PLT-OH1,MAT-023,2025-06-02,284.06,279.8,288.32,,True
PLT-OH1,MAT-023,2025-06-09,284.13,279.64,288.62,,True
PLT-OH1,MAT-023,2025-06-16,284.06,279.36,288.77,,True
PLT-OH1,MAT-023,2025-06-23,284.13,279.21,289.05,,True
PLT-OH1,MAT-023,2025-06-30,284.06,278.95,289.18,,True
PLT-OH1,MAT-024,2024-12-30,20.89,20.7,21.08,20.85,False
PLT-OH1,MAT-024,2025-01-06,35.05,34.86,35.24,35.14,False
PLT-OH1,MAT-024,2025-01-13,35.22,35.03,35.41,35.26,False
